Year,Agency,Use Case Name,Retired
2024,Department of Agriculture,Wildlife deterrent system,False
2024,Department of Agriculture,The Lost Meadows Model,False
2024,Department of Agriculture,Markov random fields,False
2024,Department of Agriculture,AI for regional forest mapping and monitoring,False
2024,Department of Agriculture,IOL Focus Group and Survey Sensemaking,False
2024,Department of Agriculture,Esri ArcGIS Pro Deep Learning Modules,False
2024,Department of Agriculture,EMC Comment Parsing and Analysis,False
2024,Department of Agriculture,QUIC-Fire processing and analysis,False
2024,Department of Agriculture,Analysis of prescribed fire turbulence data,False
2024,Consumer Financial Protection Bureau,Complaint Summarization,False
2024,Consumer Financial Protection Bureau,Ask Complaints,False
2024,Consumer Financial Protection Bureau,Complaint Narrative Redaction,False
2024,Consumer Financial Protection Bureau,Document Review Tool,False
2024,Commodity Futures Trading Commission,Anomaly Detection for Data Quality,False
2024,Commodity Futures Trading Commission,Spoofing Detection AI/ML Project,True
2024,Commodity Futures Trading Commission,Stress Testing Scenarios with Deep Learning,False
2024,Commodity Futures Trading Commission,MPD Entity Risk Modeling,False
2024,Election Assistance Commission,Microsoft Copilot Integration,False
2024,Election Assistance Commission,Clearinghouse Network ,False
2024,Equal Employment Opportunity Commission,Language Translation,False
2024,Equal Employment Opportunity Commission,Reasonable Accommodation,False
2024,Equal Employment Opportunity Commission,Virtual Assistants,False
2024,Equal Employment Opportunity Commission,Employee Training and Professional Development,False
2024,Equal Employment Opportunity Commission,Legal Research & Discovery,False
2024,Equal Employment Opportunity Commission,Records Management,False
2024,Equal Employment Opportunity Commission,FOIA,False
2024,Equal Employment Opportunity Commission,Cybersecurity,False
2024,Federal Deposit Insurance Corporation,Invoice and Contract Data Extraction,False
2024,Federal Deposit Insurance Corporation,Server Failure Prediction,False
2024,Federal Deposit Insurance Corporation,Plain Language Policy Assistant,False
2024,Federal Deposit Insurance Corporation,Knowledge Article Generation,False
2024,Federal Deposit Insurance Corporation,AI Coding Assistant,False
2024,Federal Deposit Insurance Corporation,Content Creation,False
2024,Federal Deposit Insurance Corporation,Immersive Learning,False
2024,Federal Deposit Insurance Corporation,Course Recommendation ,False
2024,Federal Deposit Insurance Corporation,Student Monitoring ,False
2024,Federal Deposit Insurance Corporation,Plagiarism Detection ,False
2024,Federal Deposit Insurance Corporation,Student Outcome Projection ,False
2024,Federal Deposit Insurance Corporation,Facilitating Status ,False
2024,Federal Deposit Insurance Corporation,AI Assisted Data Collection,False
2024,Federal Deposit Insurance Corporation,AI Assisted Time Management,False
2024,Federal Deposit Insurance Corporation,Compliance Risk Monitoring,False
2024,Federal Deposit Insurance Corporation,Analysis of Consumer Complaints,False
2024,Federal Deposit Insurance Corporation,Pre-Examination Planning Monitoring,False
2024,Federal Deposit Insurance Corporation,Einstein Call Center Assistance,False
2024,Federal Deposit Insurance Corporation,HMDA (Home Mortgage Disclosure Act) Outlier Screen,False
2024,Federal Deposit Insurance Corporation,FDIC Deposit Insurance Misrepresentation ,False
2024,Federal Deposit Insurance Corporation,Aggregating Complaint Data,False
2024,Federal Deposit Insurance Corporation,Financial Well-Being Project,True
2024,Federal Deposit Insurance Corporation,Generative Artificial Intelligence (AI) for Legal Research,False
2024,Federal Deposit Insurance Corporation,Outlook Unstructured Text Extraction ,False
2024,Federal Deposit Insurance Corporation,Public-Facing ChatBot,False
2024,Federal Deposit Insurance Corporation,Purchase Card Activity Monitoring,False
2024,Federal Deposit Insurance Corporation,AI-driven Workflow Automations to Improve Business Operations,False
2024,Federal Deposit Insurance Corporation,Automatically-Scored Writing Assessment (AWA),False
2024,Federal Deposit Insurance Corporation,Structured Interview (SI) tool,False
2024,Federal Deposit Insurance Corporation,FDIC Predictive Budget Analysis,False
2024,Federal Deposit Insurance Corporation,CFOO Assessment Chatbot,False
2024,Federal Deposit Insurance Corporation,Goals and Workload Assumptions,False
2024,Federal Deposit Insurance Corporation,CFOO Admin Chatbot,False
2024,Federal Deposit Insurance Corporation,CFOO Travel Chatbot,False
2024,Federal Deposit Insurance Corporation,CFOO Transactional Data Analysis,False
2024,Federal Deposit Insurance Corporation,FDIC Staffing Model,False
2024,Federal Deposit Insurance Corporation,FDIC Financial Audit Report,False
2024,Federal Deposit Insurance Corporation,Risk Identification and Response,False
2024,Federal Deposit Insurance Corporation,FDIC Narrative Reports Generation,False
2024,Federal Deposit Insurance Corporation,FDIC Investment Portfolio Management ,False
2024,Federal Deposit Insurance Corporation,Analytics on Loan Data,False
2024,Federal Deposit Insurance Corporation,Analytics on Securities Data,False
